@relation 'UI_Dump-weka.filters.unsupervised.attribute.StringToNominal-R1-10-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-L2-weka.filters.unsupervised.attribute.Remove-R1-2,5,9-10-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute RefinedType {linearlayout,togglebutton,actionbarcontextview,menu,textview,relativelayout,scrollview,imageview,edittext,framelayout,checkedtextview,button,imagebutton,progressbar,view,baselinelayout,nestedscrollview,item,autocompletetextview,appcompatbutton,linearlayoutics,checkbox,viewanimator,spinner,actionbarview,floatingactionbutton,navigationmenuitemview,fitwindowslinearlayout,viewpager,textureview,horizontalscrollview,actionbaroverlaylayout,chronometer,webview,tintimageview,actionmenuitemview,viewstub,preferenceimageview,viewstubcompat,contentframelayout,tablerow,switch,actionmenuview,listmenuitemview,appcompatradiobutton,radiobutton,listview,coordinatorlayout,appcompattextview,seekbar,actionbarcontainer,cardview,textinputlayout,navigationmenuview,gridview,radiogroup,dialogtitle,toolbar,space,recyclerview,ratingbar,datepicker,expandedmenuview,datetimeview,expandablelistview,surfaceview,navigationview,slidingdrawer,viewswitcher,unpressablelinearlayout,switchcompat,buttonbarlayout,appcompatspinner,numberpicker,tablelayout,gridlayout,viewflipper,tablayout,fitwindowsframelayout,checkableimagebutton,listpreference,linearlayoutcompat,appbarlayout,calendarview,swiperefreshlayout,searchview,imageswitcher,pagertabstrip,appcompatimageview,fragmenttabhost,videoview,checkboxpreference,preferencescreen,appcompatcheckbox,textviewwrapper,tabwidget,drawerlayout,timepicker,textswitcher,preferencecategory,gallery,tabhost,preference,pagertitlestrip,absolutelayout,alertdialoglayout,analogclock,collapsingtoolbarlayout}
@attribute Parent1 {item,none,framelayout,linearlayout,tablerow,actionbaroverlaylayout,menu,relativelayout,buttonbarlayout,listmenuitemview,textinputlayout,view,checkedtextview,cardview,preferenceimageview,fitwindowslinearlayout,viewpager,fitwindowsframelayout,collapsingtoolbarlayout,linearlayoutcompat,tablelayout,scrollview,radiogroup,progressbar,contentframelayout,horizontalscrollview,actionbarcontainer,alertdialoglayout,expandablelistview,actionbarview,navigationview,textview,coordinatorlayout,gridlayout,toolbar,viewswitcher,unpressablelinearlayout,surfaceview,recyclerview,floatingactionbutton,swiperefreshlayout,nestedscrollview,imageview,preferencecategory,group,actionmenuitemview,viewflipper,baselinelayout,listview,datetimeview,navigationmenuview,preferencescreen,drawerlayout,appbarlayout,seekbar,actionmenuview,calendarview,appcompatimageview,gridview,ratingbar,fragmenttabhost,actionbarcontextview,imageswitcher,checkableimagebutton,expandedmenuview,textureview,videoview,viewstub,slidingdrawer,tabhost,dialogtitle,gallery,viewanimator,tintimageview,switchcompat,chronometer,webview,absolutelayout,tabwidget,appcompattextview,textviewwrapper,listpreference,textswitcher,togglebutton,navigationmenuitemview,imagebutton,button,autocompletetextview,searchview,pagertabstrip,edittext,checkbox,tablayout,space,preference,analogclock,switch,timepicker,spinner,appcompatspinner,checkboxpreference}
@attribute Children1 {view,none,item,button,linearlayout,actionbarcontextview,menu,relativelayout,framelayout,textview,surfaceview,checkbox,imageview,progressbar,checkedtextview,scrollview,appbarlayout,viewstub,imagebutton,pagertabstrip,listview,seekbar,edittext,viewpager,datetimeview,cardview,swiperefreshlayout,listmenuitemview,space,tintimageview,radiobutton,autocompletetextview,nestedscrollview,toolbar,buttonbarlayout,actionbarview,coordinatorlayout,contentframelayout,actionbarcontainer,webview,appcompattextview,gridview,appcompatbutton,viewanimator,radiogroup,textinputlayout,preferenceimageview,fitwindowslinearlayout,togglebutton,floatingactionbutton,tablerow,appcompatimageview,viewstubcompat,tablelayout,spinner,horizontalscrollview,actionmenuview,numberpicker,textureview,textviewwrapper,tablayout,videoview,preferencescreen,group,recyclerview,imageswitcher,actionmenuitemview,timepicker,calendarview,switchcompat,expandablelistview,chronometer,gallery,ratingbar,baselinelayout,pagertitlestrip,tabwidget,searchview,unpressablelinearlayout,datepicker,appcompatradiobutton,switch,navigationview,checkboxpreference,listpreference,collapsingtoolbarlayout,preference,viewflipper,checkableimagebutton,expandedmenuview,slidingdrawer,appcompatspinner,gridlayout,actionbaroverlaylayout,fragmenttabhost,navigationmenuview,tabhost,dialogtitle,drawerlayout,preferencecategory,viewswitcher,navigationmenuitemview,alertdialoglayout,linearlayoutcompat,analogclock,textswitcher,linearlayoutics,appcompatcheckbox,absolutelayout,fitwindowsframelayout}
@attribute Children2 {none,item,button,view,framelayout,swiperefreshlayout,imageview,textview,relativelayout,linearlayout,checkbox,scrollview,checkedtextview,edittext,progressbar,recyclerview,space,imagebutton,actionbarcontainer,appcompatimageview,tintimageview,textviewwrapper,pagertabstrip,webview,viewpager,listview,listmenuitemview,radiobutton,appcompattextview,seekbar,ratingbar,expandablelistview,dialogtitle,autocompletetextview,checkableimagebutton,switchcompat,preferenceimageview,actionbarcontextview,navigationview,actionmenuitemview,viewstub,fitwindowslinearlayout,floatingactionbutton,tablelayout,drawerlayout,toolbar,datetimeview,cardview,menu,tablerow,spinner,horizontalscrollview,textinputlayout,appcompatbutton,preferencescreen,surfaceview,viewstubcompat,group,unpressablelinearlayout,buttonbarlayout,nestedscrollview,gridview,navigationmenuview,radiogroup,numberpicker,contentframelayout,switch,gallery,videoview,searchview,actionmenuview,navigationmenuitemview,viewanimator,gridlayout,appcompatradiobutton,chronometer,viewswitcher,checkboxpreference,togglebutton,pagertitlestrip,actionbarview,calendarview,viewflipper,tablayout,appbarlayout,timepicker,slidingdrawer,fitwindowsframelayout,actionbaroverlaylayout,textureview,datepicker,tabwidget,textswitcher,coordinatorlayout,baselinelayout,linearlayoutcompat,imageswitcher,preferencecategory,expandedmenuview,listpreference,appcompatcheckbox,appcompatspinner,preference,tabhost,fragmenttabhost}
@attribute HasEvent {false,true}

@data
button,linearlayout,none,none,false
